0|iata_code|1|name_rus|2|name_eng|3|city_rus|4|city_eng|5|country_rus|6|latitude|7|longitude
DBU|DBU|||Dambulu Oya Tank|Dambulu Oya Tank|||Dambula|Dambula|Мозамбик|Мозамбик|-21.522777777778|-21.522777777778|32.896111111111|32.896111111111
DBV|DBV|Дубровник|Дубровник|Dubrovnik|Dubrovnik|Дубровник|Дубровник|Dubrovnik|Dubrovnik|Хорватия|Хорватия|42.561353|42.561353|18.268244|18.268244
DBY|DBY|||Dalby|Dalby|||Dalby|Dalby|Австралия|Австралия|-27.155277|-27.155277|151.267222|151.267222
DCA|DCA|||Reagan Washington National|Reagan Washington National|||Washington, DC|Washington, DC|США|США|38.852083|38.852083|-77.037722|-77.037722
DCF|DCF|||Cane Field|Cane Field|||Roseau|Roseau|Доминика|Доминика|15.336719|15.336719|-61.392210|-61.392210
DCI|DCI|||Rafsu Decimomannu|Rafsu Decimomannu|||Decimomannu|Decimomannu|Италия|Италия|39.354222|39.354222|8.972481|8.972481
DCK|DCK|||Dahl Creek Arpt|Dahl Creek Arpt|||Dahl Creek|Dahl Creek|США|США|66.942561|66.942561|-156.891368|-156.891368
DCM|DCM|||Mazamet|Mazamet|Кастре|Кастре|Castres|Castres|Франция|Франция|43.554961|43.554961|2.290592|2.290592
DCR|DCR|||Decatur Hi-Way|Decatur Hi-Way|||Decatur|Decatur|США|США|40.837548|40.837548|-84.862463|-84.862463
DCT|DCT|||Duncan Town|Duncan Town|||Duncan Town|Duncan Town|Багамские острова|Багамские острова|22.181803|22.181803|-75.729455|-75.729455
DCU|DCU|||Pyor|Pyor|||Decatur|Decatur|США|США|34.654056|34.654056|-86.945361|-86.945361
DDC|DDC|||Dodge City Municipal|Dodge City Municipal|||Dodge City|Dodge City|США|США|37.763111|37.763111|-99.965416|-99.965416
DDG|DDG|Дандун|Дандун|Dandong|Dandong|Даньдон|Даньдон|Dandong|Dandong|Китай|Китай|40.025556|40.025556|124.286667|124.286667
DDI|DDI|||Daydream Is|Daydream Is|||Daydream Is|Daydream Is|Австралия|Австралия|-20.256|-20.256|148.814|148.814
DDM|DDM|Додоима|Додоима|Dodoima|Dodoima|Додоима|Додоима|Dodoima|Dodoima|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-8.167|-8.167|147.850|147.850
DDN|DDN|||Delta Downs|Delta Downs|||Delta Downs|Delta Downs|Австралия|Австралия|-16.991943|-16.991943|141.321944|141.321944
DDP|DDP|||Dorado Beach|Dorado Beach|||Dorado|Dorado|Пуэрто Рико|Пуэрто Рико|18.450|18.450|-66.283|-66.283
DDU|DDU|Даду|Даду|Dadu|Dadu|Даду|Даду|Dadu|Dadu|Пакистан|Пакистан|26.733|26.733|67.783|67.783
DEA|DEA|||Dera Ghazi Khan|Dera Ghazi Khan|||Dera Ghazi Khan|Dera Ghazi Khan|Пакистан|Пакистан|29.961011|29.961011|70.485925|70.485925
DEB|DEB|Дебрецен|Дебрецен|Debrecen|Debrecen|Дебрецен|Дебрецен|Debrecen|Debrecen|Венгрия|Венгрия|47.488917|47.488917|21.615333|21.615333
DEC|DEC|||Decatur Arpt|Decatur Arpt|||Decatur|Decatur|США|США|39.834562|39.834562|-88.865688|-88.865688
DED|DED|Дера Дун|Дера Дун|Dehra Dun|Dehra Dun|Дера Дун|Дера Дун|Dehra Dun|Dehra Dun|Индия|Индия|30.189689|30.189689|78.180256|78.180256
DEF|DEF|||Dezful|Dezful|||Dezful|Dezful|Иран|Иран|32.434444|32.434444|48.397640|48.397640
DEH|DEH|||Municipal|Municipal|||Decorah|Decorah|США|США|43.275500|43.275500|-91.739388|-91.739388
DEI|DEI|||Denis Island|Denis Island|||Denis Island|Denis Island|Сейшельские о-ва|Сейшельские о-ва|-3.802221|-3.802221|55.666944|55.666944
DEL|DEL|||Indira Gandhi Intl|Indira Gandhi Intl|Нью Дели|Нью Дели|New Delhi|New Delhi|Индия|Индия|28.568728|28.568728|77.112136|77.112136
DEM|DEM|Дембидолло|Дембидолло|Dembidollo|Dembidollo|Дембидолло|Дембидолло|Dembidollo|Dembidollo|Эфиопия|Эфиопия|8.554|8.554|34.858|34.858
DEN|DEN|Международный аэропорт Денвер|Международный аэропорт Денвер|Denver International|Denver International|Денвер|Денвер|Denver|Denver|США|США|39.861667|39.861667|-104.673166|-104.673166
DEO|DEO|||Hyatt Regency H/P|Hyatt Regency H/P|Диарборн|Диарборн|Dearborn|Dearborn|США|США|42.312777777778|42.312777777778|-83.218888888889|-83.218888888889
DEP|DEP|||Deparizo|Deparizo|||Deparizo|Deparizo|Иран|Иран|31.016111111111|31.016111111111|50.073888888889|50.073888888889
DER|DER|Дерим|Дерим|Derim|Derim|Дерим|Дерим|Derim|Derim|Папуа - Новая Гвинея|Папуа - Новая Гвинея|-6.133|-6.133|147.100|147.100
DES|DES|Десрочес|Десрочес|Desroches|Desroches|Десрочес|Десрочес|Desroches|Desroches|Сейшельские о-ва|Сейшельские о-ва|-5.696696|-5.696696|53.655844|53.655844
DET|DET|||Detroit City|Detroit City|Детройт|Детройт|Detroit|Detroit|США|США|42.409327|42.409327|-83.010173|-83.010173
DEZ|DEZ|||Al Jafrah|Al Jafrah|||Deirezzor|Deirezzor|Сирия|Сирия|35.285374|35.285374|40.175961|40.175961
DFI|DFI|||Memorial|Memorial|||Defiance|Defiance|США|США|41.337500|41.337500|-84.428805|-84.428805
DFP|DFP|||Drumduff|Drumduff|||Drumduff|Drumduff|Австралия|Австралия|-16.053|-16.053|143.012|143.012
DFW|DFW|||Dallas/Fort Worth International|Dallas/Fort Worth International|||Dallas, TX|Dallas, TX|США|США|32.897233|32.897233|-97.037694|-97.037694
DGA|DGA|Дангрига|Дангрига|Dangriga|Dangriga|Дангрига|Дангрига|Dangriga|Dangriga|Белиз|Белиз|16.982500|16.982500|-88.231110|-88.231110
DGB|DGB|||Danger Bay|Danger Bay|||Danger Bay|Danger Bay|США|США|58.083333333333|58.083333333333|-152.75|-152.75
DGC|DGC|Дегабур|Дегабур|Degahbur|Degahbur|Дегабур|Дегабур|Degahbur|Degahbur|Эфиопия|Эфиопия|8.233|8.233|43.583|43.583
DGD|DGD|||Dalgaranga|Dalgaranga|||Dalgaranga|Dalgaranga|Австралия|Австралия|-27.766666666667|-27.766666666667|117.03333333333|117.03333333333
DGE|DGE|Муджи|Муджи|Mudgee|Mudgee|Муджи|Муджи|Mudgee|Mudgee|Австралия|Австралия|-32.562500|-32.562500|149.611111|149.611111
DGF|DGF|||Bisbee-douglas International|Bisbee-douglas International|||Douglas|Douglas|США|США|31.468888888889|31.468888888889|-109.65361111111|-109.65361111111
DGG|DGG|||Daugo|Daugo|||Daugo|Daugo|Папуа - Новая Гвинея|Папуа - Новая Гвинея|68.032111|68.032111|-162.899194|-162.899194
DGK|DGK|||Dugong|Dugong|||Dugong|Dugong|Филиппины|Филиппины|6.9002777777778|6.9002777777778|124.85472222222|124.85472222222
DGL|DGL|||Douglas Municipal|Douglas Municipal|||Douglas|Douglas|Чад|Чад|31.342603|31.342603|-109.506453|-109.506453
DGM|DGM|||Dongguan|Dongguan|||Dongguan|Dongguan|Китай|Китай|27.066666666667|27.066666666667|105.2|105.2
DGN|DGN|||NAF|NAF|||Dahlgren|Dahlgren|Норвегия|Норвегия|38.332878|38.332878|-77.037011|-77.037011
DGO|DGO|||Guadalupe Victoria|Guadalupe Victoria|Дуранго|Дуранго|Durango|Durango|Мексика|Мексика|24.124194|24.124194|-104.528013|-104.528013
DGP|DGP|Даугавпилс|Даугавпилс|Daugavpils|Daugavpils|Даугавпилс|Даугавпилс|Daugavpils|Daugavpils|Латвия|Латвия|55.942500|55.942500|26.668333|26.668333
DGR|DGR|Даргавиль|Даргавиль|Dargaville|Dargaville|Даргавиль|Даргавиль|Dargaville|Dargaville|Новая Зеландия|Новая Зеландия|-35.939721|-35.939721|173.893611|173.893611
DGT|DGT|Думагете|Думагете|Dumaguete|Dumaguete|Думагете|Думагете|Dumaguete|Dumaguete|Филиппины|Филиппины|9.333714|9.333714|123.300472|123.300472
DGU|DGU|Дедугу|Дедугу|Dedougou|Dedougou|Дедугу|Дедугу|Dedougou|Dedougou|Буркина-Фасо|Буркина-Фасо|12.459|12.459|-3.490|-3.490
DGW|DGW|||Converse County|Converse County|||Douglas|Douglas|США|США|42.797194|42.797194|-105.385832|-105.385832
DHA|DHA|Дахран|Дахран|Dhahran|Dhahran|Дхахран|Дхахран|Dhahran|Dhahran|Саудовская Аравия|Саудовская Аравия|26.264167|26.264167|50.152500|50.152500
DHD|DHD|||Durham Downs|Durham Downs|||Durham Downs|Durham Downs|Австралия|Австралия|-27.076110|-27.076110|141.898889|141.898889
DHF|DHF|||Al Dhafra Military Apt|Al Dhafra Military Apt|Абу-Даби|Абу-Даби|Abu Dhabi|Abu Dhabi|ОАЭ|ОАЭ|24.248249|24.248249|54.547722|54.547722
DHI|DHI|Дхангархи|Дхангархи|Dhangarhi|Dhangarhi|Дхангархи|Дхангархи|Dhangarhi|Dhangarhi|Непал|Непал|28.753333|28.753333|80.581944|80.581944
DHL|DHL|Дала|Дала|Dhala|Dhala|Дала|Дала|Dhala|Dhala|Йемен|Йемен|13.733|13.733|44.733|44.733
DHM|DHM|||Gaggal Airport|Gaggal Airport|Дхарамсала|Дхарамсала|Dharamsala|Dharamsala|Индия|Индия|32.165119|32.165119|76.263417|76.263417
DHN|DHN|||Dothan Arpt|Dothan Arpt|||Dothan|Dothan|США|США|31.321028|31.321028|-85.449471|-85.449471
DHR|DHR|||De Kooy/Den Helder Airport|De Kooy/Den Helder Airport|||Den Helder|Den Helder|Нидерланды|Нидерланды|52.923611|52.923611|4.780556|4.780556
DHT|DHT|||Dalhart|Dalhart|||Dalhart|Dalhart|Джибути|Джибути|36.022477|36.022477|-102.547387|-102.547387
DIB|DIB|Дибругарх|Дибругарх|Dibrugarh|Dibrugarh|Дибругарх|Дибругарх|Dibrugarh|Dibrugarh|Индия|Индия|27.483853|27.483853|95.016922|95.016922
DIC|DIC|||Dili City Heliport|Dili City Heliport|Дили|Дили|Dili|Dili|Индонезия|Индонезия|-8.559|-8.559|125.537|125.537
DIE|DIE|||Antsiranana/Arrachart|Antsiranana/Arrachart|||Antsiranana|Antsiranana|Мадагаскар|Мадагаскар|-12.349399|-12.349399|49.291747|49.291747
DIG|DIG|||Diqing|Diqing|||Diqing|Diqing|Китай|Китай|27.793611|27.793611|99.677222|99.677222
DIJ|DIJ|Дижон|Дижон|Dijon|Dijon|Дижон|Дижон|Dijon|Dijon|Франция|Франция|47.265833|47.265833|5.095000|5.095000
DIK|DIK|||Dickinson|Dickinson|||Dickinson|Dickinson|США|США|46.800474|46.800474|-102.804434|-102.804434
DIL|DIL|||Presidente Nicolau Lobato International Airport|Presidente Nicolau Lobato International Airport|Дили|Дили|Dili|Dili|Индонезия|Индонезия|-8.546416|-8.546416|125.524833|125.524833
DIM|DIM|||Dimbokro|Dimbokro|||Dimbokro|Dimbokro|Кот д&#039;Ивуар|Кот д&#039;Ивуар|6.651667|6.651667|-4.640555|-4.640555
DIN|DIN|||Dien Bien|Dien Bien|||Dien Bien Phu|Dien Bien Phu|Вьетнам|Вьетнам|21.397481|21.397481|103.007831|103.007831
DIO|DIO|||Diomede Island|Diomede Island|||Diomede Island|Diomede Island|США|США|65.758611|65.758611|-168.953056|-168.953056
DIP|DIP|Диапага|Диапага|Diapaga|Diapaga|Диапага|Диапага|Diapaga|Diapaga|Буркина-Фасо|Буркина-Фасо|12.060278|12.060278|1.784722|1.784722
DIQ|DIQ|||Divinopolis|Divinopolis|||Divinopolis|Divinopolis|Бразилия|Бразилия|-20.180714|-20.180714|-44.870889|-44.870889
DIR|DIR|||Aba Tenna D Yilma|Aba Tenna D Yilma|||Dire Dawa|Dire Dawa|Эфиопия|Эфиопия|9.624700|9.624700|41.854203|41.854203
DIS|DIS|||Loubomo|Loubomo|||Loubomo|Loubomo|Конго|Конго|-4.206111|-4.206111|12.659722|12.659722
DIU|DIU|||Diu|Diu|||Diu|Diu|Индия|Индия|20.717|20.717|70.917|70.917
DIV|DIV|||Divo|Divo|||Divo|Divo|Кот д&#039;Ивуар|Кот д&#039;Ивуар|5.833|5.833|-5.383|-5.383
DIW|DIW|||Mawella Lagoon|Mawella Lagoon|Диквелла|Диквелла|Dickwella|Dickwella|Шри-Ланка|Шри-Ланка|6.9666666666667|6.9666666666667|81|81
DIY|DIY|Диярбакыр|Диярбакыр|Diyarbakir|Diyarbakir|Диярбакыр|Диярбакыр|Diyarbakir|Diyarbakir|Турция|Турция|37.893897|37.893897|40.201019|40.201019
DJA|DJA|Джугу|Джугу|Djougou|Djougou|Джугу|Джугу|Djougou|Djougou|Бенин|Бенин|9.691944|9.691944|1.637778|1.637778
DJB|DJB|||Sultan Taha Syarifudn|Sultan Taha Syarifudn|Джамби|Джамби|Jambi|Jambi|Индонезия|Индонезия|-1.638017|-1.638017|103.644378|103.644378
DJE|DJE|||Djerba-zarzis|Djerba-zarzis|Джерба|Джерба|Djerba|Djerba|Тунис|Тунис|33.875556|33.875556|10.777222|10.777222
DJG|DJG|||Inedbirenne|Inedbirenne|||Djanet|Djanet|Алжир|Алжир|24.293056|24.293056|9.451944|9.451944
DJJ|DJJ|||Sentani|Sentani|||Jayapura|Jayapura|Индонезия|Индонезия|-2.576953|-2.576953|140.516372|140.516372
DJM|DJM|Джамбала|Джамбала|Djambala|Djambala|Джамбала|Джамбала|Djambala|Djambala|Конго|Конго|-2.516666|-2.516666|14.754167|14.754167
DJN|DJN|||Delta Junction|Delta Junction|||Delta Junction|Delta Junction|США|США|64.050117|64.050117|-145.722464|-145.722464
DJO|DJO|||Daloa|Daloa|||Daloa|Daloa|Кот д&#039;Ивуар|Кот д&#039;Ивуар|6.792808|6.792808|-6.473188|-6.473188
DJU|DJU|Джупивогур|Джупивогур|Djupivogur|Djupivogur|Джупивогур|Джупивогур|Djupivogur|Djupivogur|Исландия|Исландия|64.644167|64.644167|-14.282777|-14.282777
DKI|DKI|Данк Айленд|Данк Айленд|Dunk Island|Dunk Island|Данк Айленд|Данк Айленд|Dunk Island|Dunk Island|Австралия|Австралия|-17.939721|-17.939721|146.141944|146.141944
DKK|DKK|||Dunkirk|Dunkirk|||Dunkirk|Dunkirk|США|США|42.493944|42.493944|-79.271110|-79.271110
DKR|DKR|||Dakar-Yoff-Lйopold Sйdar Senghor International|Dakar-Yoff-Lйopold Sйdar Senghor International|Дакар|Дакар|Dakar|Dakar|Сенегал|Сенегал|14.743889|14.743889|-17.479443|-17.479443
DKS|DKS|Диксон|Диксон|Dikson|Dikson|Диксон|Диксон|Dikson|Dikson|Россия|Россия|73.516667|73.516667|80.381667|80.381667
DKV|DKV|||Docker River|Docker River|||Docker River|Docker River|Австралия|Австралия|-24.859443|-24.859443|129.121944|129.121944
DLA|DLA|Дуала|Дуала|Douala|Douala|Дуала|Дуала|Douala|Douala|Камерун|Камерун|4.006081|4.006081|9.719481|9.719481
DLC|DLC|Далиан|Далиан|Dalian|Dalian|Далиан|Далиан|Dalian|Dalian|Китай|Китай|38.967|38.967|121.540|121.540
DLD|DLD|||Dagali Airport|Dagali Airport|Гейло|Гейло|Geilo|Geilo|Норвегия|Норвегия|60.416667|60.416667|8.512778|8.512778
DLE|DLE|||Tavaux|Tavaux|||Dole|Dole|Франция|Франция|47.042778|47.042778|5.435000|5.435000
DLF|DLF|||Laughlin Afb|Laughlin Afb|Дель Рио|Дель Рио|Del Rio|Del Rio|США|США|29.359399|29.359399|-100.777922|-100.777922
DLG|DLG|||Municipal|Municipal|||Dillingham|Dillingham|США|США|59.044667|59.044667|-158.505499|-158.505499
DLH|DLH|||Duluth International|Duluth International|||Duluth|Duluth|США|США|46.842070|46.842070|-92.193236|-92.193236
DLI|DLI|||Lienkhang|Lienkhang|Далат|Далат|Dalat|Dalat|Вьетнам|Вьетнам|11.752778|11.752778|108.361667|108.361667
DLK|DLK|||Dulkaninna|Dulkaninna|||Dulkaninna|Dulkaninna|Австралия|Австралия|-29.013332|-29.013332|138.481389|138.481389
DLL|DLL|||Dillon|Dillon|||Dillon|Dillon|США|США|34.449056|34.449056|-79.368582|-79.368582
DLM|DLM|Даламан|Даламан|Dalaman|Dalaman|Даламан|Даламан|Dalaman|Dalaman|Турция|Турция|36.713056|36.713056|28.792500|28.792500
DLN|DLN|||Dillon|Dillon|||Dillon|Dillon|США|США|45.255361|45.255361|-112.552499|-112.552499
DLO|DLO|||Dolomi|Dolomi|||Dolomi|Dolomi|США|США|55.133333333333|55.133333333333|-132.05138888889|-132.05138888889
DLP|DLP|||Disneyland Paris|Disneyland Paris|||Disneyland Paris|Disneyland Paris|Франция|Франция|48.872500|48.872500|2.775833|2.775833
DLS|DLS|||Columbia Gorge Regional/The Dalles Municipal Airport|Columbia Gorge Regional/The Dalles Municipal Airport|||The Dalles|The Dalles|США|США|45.618556|45.618556|-121.167333|-121.167333
DLU|DLU|Дали|Дали|Dali|Dali|||Dali City|Dali City|Китай|Китай|25.649444|25.649444|100.319444|100.319444
DLV|DLV|||Delissaville|Delissaville|||Delissaville|Delissaville|Австралия|Австралия|-12.550552|-12.550552|130.685562|130.685562
DLY|DLY|Диллонс-Бей|Диллонс-Бей|Dillons Bay|Dillons Bay|Диллонс-Бей|Диллонс-Бей|Dillons Bay|Dillons Bay|Вануату|Вануату|-18.769443|-18.769443|169.001389|169.001389
DLZ|DLZ|||Dalanzadgad|Dalanzadgad|||Dalanzadgad|Dalanzadgad|Монголия|Монголия|43.591731|43.591731|104.429853|104.429853
DMA|DMA|||Davis Monthan AFB|Davis Monthan AFB|Туксон|Туксон|Tucson|Tucson|США|США|32.166500|32.166500|-110.883167|-110.883167
DMB|DMB|Жамбыл|Жамбыл|Zhambyl|Zhambyl|Жамбыл|Жамбыл|Zhambyl|Zhambyl|Казахстан|Казахстан|42.854444|42.854444|71.302222|71.302222
DMD|DMD|||Doomadgee|Doomadgee|||Doomadgee|Doomadgee|Австралия|Австралия|-17.940277|-17.940277|138.821667|138.821667
DME|DME|Домодедово|Домодедово|Domodedovo|Domodedovo|Москва|Москва|Moscow|Moscow|Россия|Россия|55.408786|55.408786|37.906314|37.906314
DMN|DMN|||Deming|Deming|||Deming|Deming|США|США|32.262306|32.262306|-107.720639|-107.720639
DMO|DMO|||Sedalia|Sedalia|||Sedalia|Sedalia|США|США|38.707406|38.707406|-93.175907|-93.175907
DMR|DMR|Дамар|Дамар|Dhamar|Dhamar|Дамар|Дамар|Dhamar|Dhamar|Йемен|Йемен|14.533|14.533|44.433|44.433
